Job Title;Rating;Company Name;Location;Headquarters;Size;Founded;Type of ownership;Industry;Sector;Revenue;max_salary;company_txt;job_state;same_state;age;python_yn;spark;aws;excel;job_simp;num_comp
Data Scientist;3.7;"Brillient
3.7";Silver Spring, MD;Reston, VA;201 to 500 employees;2006;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);108;Brillient;MD;0;24;1;0;0;1;data scientist;0
Senior Data Scientist;4.4;"Entefy
4.4";Palo Alto, CA;Palo Alto, CA;1 to 50 employees;2012;Company - Private;Internet;Information Technology;Unknown / Non-Applicable;144;Entefy;CA;1;24;1;0;0;0;data scientist;0
Senior Scientist (Neuroscience);3.5;"Sunovion
3.5";Marlborough, MA;Marlborough, MA;1001 to 5000 employees;2010;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);200;Sunovion;MA;1;24;1;0;0;1;na;3
Machine Learning Engineer - Regulatory;3.7;"Cboe Global Markets
3.7";Lenexa, KS;Chicago, IL;501 to 1000 employees;1973;Company - Public;Stock Exchanges;Finance;$500 million to $1 billion (USD);113;Cboe Global Markets;KS;0;47;1;0;0;1;mle;0
Marketing Data Analyst;3.6;"San Manuel Casino
3.6";Highland, CA;Highland, CA;1001 to 5000 employees;1986;Company - Private;Gambling;Arts, Entertainment & Recreation;$100 to $500 million (USD);62;San Manuel Casino;CA;1;34;0;0;0;1;analyst;0
Data Engineer;3.4;"Trace3
3.4";Houston, TX;Irvine, CA;501 to 1000 employees;2002;Company - Private;IT Services;Information Technology;$1 to $2 billion (USD);105;Trace3;TX;0;18;1;1;0;1;data engineer;3
Medical Laboratory Scientist;4.0;"Texas Health Huguley Hospital
4.0";Burleson, TX;Arlington, TX;1001 to 5000 employees;1977;Hospital;Health Care Services & Hospitals;Health Care;$50 to $100 million (USD);50;Texas Health Huguley Hospital;TX;0;43;0;0;1;0;na;0
R&D Specialist/ Food Scientist;2.4;"Teasdale Latin Foods
2.4";Hoopeston, IL;Flower Mound, TX;501 to 1000 employees;1988;Company - Private;Food & Beverage Manufacturing;Manufacturing;$100 to $500 million (USD);66;Teasdale Latin Foods;IL;0;24;0;0;0;0;na;0
Principal Data Scientist;3.7;"Northrop Grumman
3.7";San Jose, CA;Falls Church, VA;10000+ employees;1939;Company - Public;Aerospace & Defense;Aerospace & Defense;$10+ billion (USD);211;Northrop Grumman;CA;0;24;1;0;0;0;data scientist;0
Data Engineer;3.5;"Saama Technologies Inc
3.5";Phoenix, AZ;Campbell, CA;501 to 1000 employees;1997;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;80;Saama Technologies Inc;AZ;0;23;1;1;0;0;data engineer;3
Data Scientist - Alpha Insights;4.4;"Two Sigma
4.4";New York, NY;New York, NY;1001 to 5000 employees;2001;Company - Private;Investment Banking & Asset Management;Finance;Unknown / Non-Applicable;215;Two Sigma;NY;1;19;0;0;0;0;data scientist;0
Data Scientist, Office of Data Science;3.3;"Liberty Mutual Insurance
3.3";Boston, MA;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);143;Liberty Mutual Insurance;MA;1;24;1;0;0;0;data scientist;3
Associate Principal Scientist, Pharmacogenomics;3.9;"AstraZeneca
3.9";Gaithersburg, MD;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);127;AstraZeneca;MD;0;24;0;0;0;0;na;3
Data Scientist - Systems Engineering;3.2;"MITRE
3.2";Bedford, MA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);89;MITRE;MA;1;24;1;0;0;1;data scientist;3
Data Engineer;3.2;"Guidepoint
3.2";New York, NY;New York, NY;501 to 1000 employees;2003;Company - Private;Research & Development;Business Services;Unknown / Non-Applicable;86;Guidepoint;NY;1;24;1;0;1;1;data engineer;3
Scientist, Bacteriology;2.1;"Cerus Corporation
2.1";Concord, CA;Concord, CA;201 to 500 employees;1988;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);149;Cerus Corporation;CA;1;24;0;0;0;1;na;0
Data Scientist;4.0;"Strategic Financial Solutions
4.0";New York, NY;New York, NY;501 to 1000 employees;2007;Company - Private;Consumer Product Rental;Consumer Services;Unknown / Non-Applicable;124;Strategic Financial Solutions;NY;1;24;1;0;0;1;data scientist;2
Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence;3.7;"Takeda Pharmaceuticals
3.7";Cambridge, MA;OSAKA, Japan;10000+ employees;1781;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);196;Takeda Pharmaceuticals;MA;0;24;0;1;1;1;data engineer;3
Senior Research Scientist-Machine Learning;2.6;"Software Engineering Institute
2.6";Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;167;Software Engineering Institute;PA;1;36;0;0;0;0;mle;0
Data Scientist;3.4;"Remedy BPCI Partners, LLC.
3.4";New York, NY;Norwalk, CT;201 to 500 employees;2011;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;121;Remedy BPCI Partners, LLC.;NY;0;24;1;1;1;0;data scientist;2
Senior Data Scientist;4.4;"Maven Wave Partners
4.4";Chicago, IL;Chicago, IL;201 to 500 employees;2008;Company - Private;Consulting;Business Services;$50 to $100 million (USD);160;Maven Wave Partners;IL;1;24;1;0;1;1;data scientist;0
Principal Data Scientist;3.2;"The Climate Corporation
3.2";San Francisco, CA;San Francisco, CA;501 to 1000 employees;2006;Subsidiary or Business Segment;Enterprise Software & Network Solutions;Information Technology;Unknown / Non-Applicable;238;The Climate Corporation;CA;1;24;0;0;1;1;data scientist;3
Data Scientist;3.5;"Crossix Solutions
3.5";New York, NY;New York, NY;201 to 500 employees;2005;Company - Public;Advertising & Marketing;Business Services;Unknown / Non-Applicable;132;Crossix Solutions;NY;1;24;1;1;1;1;data scientist;0
Clinical Laboratory Scientist;3.7;"Vail Health
3.7";Vail, CO;Vail, CO;501 to 1000 employees;1966;Hospital;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);78;Vail Health;CO;1;54;0;0;0;0;na;0
Data Engineer - Consultant (Charlotte Based);4.2;"Clarity Insights
4.2";Charlotte, NC;Chicago, IL;201 to 500 employees;2008;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;112;Clarity Insights;NC;0;24;1;0;0;1;data engineer;0
Data Analyst 1, full-time contract worker for up to 12 months;4.2;"The Church of Jesus Christ of Latter-day Saints
4.2";Salt Lake City, UT;Salt Lake City, UT;10000+ employees;1988;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;65;The Church of Jesus Christ of Latter-day Saints;UT;1;24;0;0;1;1;analyst;0
Data Engineer;3.1;"NCSOFT
3.1";Aliso Viejo, CA;Seoul, South Korea;1001 to 5000 employees;1997;Company - Public;Video Games;Media;$10+ billion (USD);147;NCSOFT;CA;0;23;1;1;1;1;data engineer;3
Scientist, Immuno-Oncology;3.9;"GSK
3.9";Cambridge, MA;Brentford, United Kingdom;10000+ employees;1830;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);119;GSK;MA;0;24;0;0;1;0;na;3
Senior Data Scientist;4.3;"Factual
4.3";Los Angeles, CA;Los Angeles, CA;51 to 200 employees;2008;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;187;Factual;CA;1;24;1;1;0;1;data scientist;1
Products Data Analyst II;3.3;"TriNet
3.3";Dublin, CA;Dublin, CA;1001 to 5000 employees;1988;Company - Public;Consulting;Business Services;$2 to $5 billion (USD);157;TriNet;CA;1;32;0;0;0;1;analyst;3
Lead Data Analyst;3.9;"Signpost
3.9";New York, NY;New York, NY;201 to 500 employees;2010;Company - Private;Internet;Information Technology;$10 to $25 million (USD);62;Signpost;NY;1;24;0;1;0;0;analyst;0
Analytics Manager - Data Mart;3.5;"Central California Alliance for Health
3.5";Scotts Valley, CA;Scotts Valley, CA;501 to 1000 employees;1996;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$500 million to $1 billion (USD);86;Central California Alliance for Health;CA;1;24;0;0;0;0;manager;0
Data Science Engineer - Mobile;4.0;"Adobe
4.0";San Jose, CA;San Jose, CA;10000+ employees;1982;Company - Public;Computer Hardware & Software;Information Technology;$5 to $10 billion (USD);208;Adobe;CA;1;38;1;0;0;1;na;2
Senior Data Scientist - R&D Oncology;3.9;"AstraZeneca
3.9";New York, NY;Cambridge, United Kingdom;10000+ employees;1913;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);172;AstraZeneca;NY;0;24;1;0;0;0;data scientist;3
Sr. Data Engineer - Contract-to-Hire (Java);3.0;"Pilot Flying J Travel Centers LLC
3.0";Knoxville, TN;Knoxville, TN;10000+ employees;1958;Company - Private;Gas Stations;Retail;$10+ billion (USD);127;Pilot Flying J Travel Centers LLC;TN;1;24;1;0;0;0;data engineer;3
Data Scientist;3.7;"Swiss Re
3.7";Armonk, NY;Zurich, Switzerland;10000+ employees;1863;Company - Public;Insurance Agencies & Brokerages;Insurance;$10+ billion (USD);144;Swiss Re;NY;0;24;1;0;0;1;data scientist;3
Senior Data Scientist;3.5;"Sartorius
3.5";Arvada, CO;Gottingen, Germany;5001 to 10000 employees;1870;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$1 to $2 billion (USD);165;Sartorius;CO;0;24;1;0;0;1;data scientist;0
Data Engineer;4.0;"Pinnacol Assurance
4.0";Denver, CO;Denver, CO;501 to 1000 employees;1915;Nonprofit Organization;Insurance Carriers;Insurance;$500 million to $1 billion (USD);124;Pinnacol Assurance;CO;1;24;1;0;1;0;data engineer;0
Food Scientist - Developer;3.3;"Palermo's Pizza
3.3";Milwaukee, WI;Milwaukee, WI;501 to 1000 employees;1964;Company - Private;Food & Beverage Manufacturing;Manufacturing;Unknown / Non-Applicable;68;Palermo's Pizza;WI;1;56;0;0;0;0;na;0
Senior Data Engineer;3.2;"Equian LLC
3.2";Franklin, TN;Indianapolis, IN;1001 to 5000 employees;2004;Company - Private;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;142;Equian LLC;TN;0;24;0;0;1;1;data engineer;0
Data Engineer;3.4;"MetroStar Systems
3.4";Rockville, MD;Reston, VA;201 to 500 employees;1999;Company - Private;IT Services;Information Technology;$25 to $50 million (USD);142;MetroStar Systems;MD;0;21;0;0;1;0;data engineer;0
Senior Data Scientist;4.4;"MathWorks
4.4";Natick, MA;Natick, MA;1001 to 5000 employees;1984;Company - Private;Computer Hardware & Software;Information Technology;$1 to $2 billion (USD);171;MathWorks;MA;1;36;1;0;0;0;data scientist;0
Director II, Data Science - GRM Actuarial;3.3;"Liberty Mutual Insurance
3.3";Chicago, IL;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);306;Liberty Mutual Insurance;IL;0;24;1;0;0;0;director;3
Machine Learning Engineer;3.2;"Information Builders
3.2";New York, NY;New York, NY;1001 to 5000 employees;1975;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;159;Information Builders;NY;1;45;1;0;1;1;mle;3
Sr Expert Data Science, Advanced Visual Analytics (Associate level);3.8;"Novartis
3.8";Cambridge, MA;Basel, Switzerland;10000+ employees;1996;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);133;Novartis;MA;0;24;1;0;0;0;na;0
Scientist, Molecular/Cellular Biologist;2.9;"Audentes Therapeutics
2.9";South San Francisco, CA;San Francisco, CA;201 to 500 employees;2012;Subsidiary or Business Segment;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;97;Audentes Therapeutics;CA;0;24;0;0;0;0;na;3
Staff Scientist-Downstream Process Development;2.7;"Advanced BioScience Laboratories
2.7";Rockville, MD;Rockville, MD;201 to 500 employees;1961;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);113;Advanced BioScience Laboratories;MD;1;59;0;0;0;1;na;0
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB;3.6;"Beebe Healthcare
3.6";Millville, DE;Lewes, DE;1001 to 5000 employees;1935;Nonprofit Organization;Health Care Services & Hospitals;Health Care;$100 to $500 million (USD);68;Beebe Healthcare;DE;0;24;0;0;0;0;na;0
Scientist - Analytical Services;3.1;"Reynolds American
3.1";Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);134;Reynolds American;NC;1;24;0;0;0;1;na;0
Associate Data Analyst- Graduate Development Program;3.3;"National Interstate
3.3";Richfield, OH;Richfield, OH;501 to 1000 employees;1989;Company - Private;Insurance Carriers;Insurance;$500 million to $1 billion (USD);59;National Interstate;OH;1;31;0;0;0;0;analyst;0
IT Associate Data Analyst;3.7;"The Hanover Insurance Group
3.7";Worcester, MA;Worcester, MA;5001 to 10000 employees;1852;Company - Public;Insurance Carriers;Insurance;$5 to $10 billion (USD);69;The Hanover Insurance Group;MA;1;24;0;0;0;0;analyst;0
Sr. Data Engineer;4.5;"Moser Consulting
4.5";Indianapolis, IN;Indianapolis, IN;51 to 200 employees;1996;Company - Private;Consulting;Business Services;$25 to $50 million (USD);158;Moser Consulting;IN;1;24;1;1;1;0;data engineer;0
Clinical Data Analyst;3.0;"Greenway Health
3.0";Tampa, FL;Tampa, FL;1001 to 5000 employees;1977;Subsidiary or Business Segment;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);48;Greenway Health;FL;1;43;0;0;0;1;analyst;3
Business Data Analyst;3.8;"Fareportal
3.8";New York, NY;New York, NY;1001 to 5000 employees;2002;Company - Private;Travel Agencies;Travel & Tourism;$2 to $5 billion (USD);71;Fareportal;NY;1;18;1;0;0;1;analyst;3
Senior Insurance Data Scientist;3.9;"TransUnion
3.9";Chicago, IL;Chicago, IL;5001 to 10000 employees;1968;Company - Public;Financial Analytics & Research;Finance;$1 to $2 billion (USD);173;TransUnion;IL;1;52;1;0;0;1;data scientist;0
Senior Data Science Systems Engineer;3.2;"MITRE
3.2";Hampton, VA;Bedford, MA;5001 to 10000 employees;1958;Nonprofit Organization;Federal Agencies;Government;$1 to $2 billion (USD);99;MITRE;VA;0;24;0;0;0;0;na;3
ENVIRONMENTAL ENGINEER/SCIENTIST;3.3;"Mcphail Associates
3.3";Cambridge, MA;Cambridge, MA;1 to 50 employees;1976;Company - Private;Construction;Construction, Repair & Maintenance;Unknown / Non-Applicable;56;Mcphail Associates;MA;1;44;0;0;0;1;na;0
Senior Scientist - Regulatory Submissions;3.1;"Reynolds American
3.1";Winston-Salem, NC;Winston-Salem, NC;5001 to 10000 employees;1875;Company - Private;Consumer Products Manufacturing;Manufacturing;$10+ billion (USD);155;Reynolds American;NC;1;24;0;0;0;1;na;0
Scientist - Biomarker and Flow Cytometry;2.4;"Crown Bioscience
2.4";San Diego, CA;San Diego, CA;501 to 1000 employees;2006;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$50 to $100 million (USD);98;Crown Bioscience;CA;1;24;0;0;0;0;na;0
Associate Scientist, LC/MS Biologics;2.9;"Q2 Solutions
2.9";Ithaca, NY;Morrisville, NC;1001 to 5000 employees;2015;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;96;Q2 Solutions;NY;0;24;0;0;0;1;na;0
Revenue Analytics Manager;4.8;"HOVER
4.8";San Francisco, CA;San Francisco, CA;51 to 200 employees;2011;Company - Private;Computer Hardware & Software;Information Technology;$25 to $50 million (USD);78;HOVER;CA;1;24;0;0;0;1;manager;0
Sr. Scientist Method Development;2.9;"Q2 Solutions
2.9";Marietta, GA;Morrisville, NC;1001 to 5000 employees;2015;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;Unknown / Non-Applicable;110;Q2 Solutions;GA;0;24;0;0;0;1;na;0
Data Scientist;4.7;"Oversight Systems
4.7";Atlanta, GA;Atlanta, GA;51 to 200 employees;2003;Company - Private;Computer Hardware & Software;Information Technology;$25 to $50 million (USD);99;Oversight Systems;GA;1;24;1;0;0;1;data scientist;0
Data Scientist - Sales;4.7;"Confluent
4.7";Mountain View, CA;Mountain View, CA;501 to 1000 employees;2014;Company - Private;Computer Hardware & Software;Information Technology;$100 to $500 million (USD);206;Confluent;CA;1;24;1;0;0;1;data scientist;0
IT - Data Engineer II;3.4;"Arbella Insurance
3.4";Quincy, MA;Quincy, MA;1001 to 5000 employees;1988;Company - Private;Insurance Carriers;Insurance;$100 to $500 million (USD);119;Arbella Insurance;MA;1;32;0;1;0;1;data engineer;0
Research Scientist, Immunology - Cancer Biology;3.7;Kronos Bio;Cambridge, MA;San Mateo, CA;Unknown;1988;Company - Private;-1;-1;Unknown / Non-Applicable;140;Kronos Bio;MA;0;24;0;0;0;1;na;0
Senior Data Analyst;3.9;"Life360
3.9";San Francisco, CA;San Francisco, CA;51 to 200 employees;2008;Company - Public;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;178;Life360;CA;1;24;1;0;0;0;analyst;0
Principal, Data Science - Advanced Analytics;3.6;"IQVIA
3.6";Plymouth Meeting, PA;Durham, NC;10000+ employees;2017;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$2 to $5 billion (USD);137;IQVIA;PA;0;24;0;0;0;0;na;3
Data Science Project Manager;3.6;"MassMutual
3.6";Boston, MA;Springfield, MA;5001 to 10000 employees;1851;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);100;MassMutual;MA;0;24;0;0;0;1;manager;0
Sr Scientist, Immuno-Oncology - Oncology;3.9;"GSK
3.9";Cambridge, MA;Brentford, United Kingdom;10000+ employees;1830;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);111;GSK;MA;0;24;0;0;1;0;na;3
Senior Data Engineer;4.4;"Eventbrite
4.4";Nashville, TN;San Francisco, CA;1001 to 5000 employees;2006;Company - Public;Internet;Information Technology;$100 to $500 million (USD);133;Eventbrite;TN;0;24;1;1;1;0;data engineer;3
Project Scientist - Auton Lab, Robotics Institute;2.6;"Software Engineering Institute
2.6";Pittsburgh, PA;Pittsburgh, PA;501 to 1000 employees;1984;College / University;Colleges & Universities;Education;Unknown / Non-Applicable;91;Software Engineering Institute;PA;1;36;0;0;0;1;na;0
Research Scientist – Security and Privacy;3.6;"Riverside Research Institute
3.6";Beavercreek, OH;Arlington, VA;501 to 1000 employees;1967;Nonprofit Organization;Federal Agencies;Government;$50 to $100 million (USD);126;Riverside Research Institute;OH;0;53;1;0;0;0;na;0
Data Science Manager;3.2;"Numeric, LLC
3.2";Allentown, PA;Chadds Ford, PA;1 to 50 employees;1988;Company - Private;Staffing & Outsourcing;Business Services;$5 to $10 million (USD);160;Numeric, LLC;PA;0;24;0;0;0;1;manager;0
Data Analyst 2 (Missionary Department);4.2;"The Church of Jesus Christ of Latter-day Saints
4.2";Salt Lake City, UT;Salt Lake City, UT;10000+ employees;1988;Nonprofit Organization;Religious Organizations;Non-Profit;Unknown / Non-Applicable;91;The Church of Jesus Christ of Latter-day Saints;UT;1;24;0;0;0;0;analyst;0
Enterprise Architect, Data;3.6;"MassMutual
3.6";Boston, MA;Springfield, MA;5001 to 10000 employees;1851;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);158;MassMutual;MA;0;24;1;1;1;1;na;0
Supply Chain Data Analyst;3.1;"Icon Health and Fitness
3.1";Logan, UT;Logan, UT;1001 to 5000 employees;1977;Company - Private;Consumer Products Manufacturing;Manufacturing;$500 million to $1 billion (USD);61;Icon Health and Fitness;UT;1;43;1;0;0;1;analyst;3
Data Engineer - ETL;3.8;"Shipt
3.8";Birmingham, AL;Birmingham, AL;501 to 1000 employees;2014;Subsidiary or Business Segment;Consumer Product Rental;Consumer Services;Unknown / Non-Applicable;86;Shipt;AL;1;24;1;1;1;1;data engineer;0
Corporate Risk Data Analyst (SQL Based) - Milwaukee or;3.8;"Associated Banc-Corp
3.8";Green Bay, WI;Green Bay, WI;1001 to 5000 employees;1870;Company - Public;Banks & Credit Unions;Finance;$1 to $2 billion (USD);77;Associated Banc-Corp;WI;1;24;0;0;1;1;analyst;3
Senior Manager, Epidemiologic Data Scientist;4.0;"Pfizer
4.0";New York, NY;New York, NY;10000+ employees;1849;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);210;Pfizer;NY;1;24;0;0;1;1;data scientist;0
Marketing Data Analyst, May 2020 Undergrad;3.8;"Fareportal
3.8";New York, NY;New York, NY;1001 to 5000 employees;2002;Company - Private;Travel Agencies;Travel & Tourism;$2 to $5 billion (USD);86;Fareportal;NY;1;18;0;0;0;1;analyst;3
Senior Data Analyst;4.0;"Novetta
4.0";Herndon, VA;Mc Lean, VA;501 to 1000 employees;2012;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);119;Novetta;VA;0;24;1;0;0;0;analyst;3
Senior Data Analyst;1.9;"Moda Operandi
1.9";New York, NY;New York, NY;201 to 500 employees;2010;Company - Private;Department, Clothing, & Shoe Stores;Retail;$100 to $500 million (USD);110;Moda Operandi;NY;1;24;1;0;0;1;analyst;3
Senior Data Engineer;4.0;"Novetta
4.0";Reston, VA;Mc Lean, VA;501 to 1000 employees;2012;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);127;Novetta;VA;0;24;1;1;1;0;data engineer;3
Senior Data Engineer;4.3;"Genesys
4.3";Durham, NC;Daly City, CA;5001 to 10000 employees;1990;Company - Private;Computer Hardware & Software;Information Technology;$1 to $2 billion (USD);147;Genesys;NC;0;30;1;1;1;0;data engineer;3
Data Modeler (Analytical Systems);3.6;"MassMutual
3.6";Boston, MA;Springfield, MA;5001 to 10000 employees;1851;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);117;MassMutual;MA;0;24;0;1;1;1;na;0
Data Modeler - Data Solutions Engineer;3.3;"Liberty Mutual Insurance
3.3";Indianapolis, IN;Boston, MA;10000+ employees;1912;Company - Private;Insurance Carriers;Insurance;$10+ billion (USD);66;Liberty Mutual Insurance;IN;0;24;1;0;0;1;na;3
Data Scientist in Translational Medicine;3.8;"Novartis
3.8";Cambridge, MA;Basel, Switzerland;10000+ employees;1996;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);143;Novartis;MA;0;24;0;0;0;0;data scientist;0
Data Scientist;4.3;"USEReady
4.3";New York, NY;New York, NY;201 to 500 employees;2011;Company - Private;Consulting;Business Services;$10 to $25 million (USD);146;USEReady;NY;1;24;1;1;1;0;data scientist;0
Product Manager/Data Evangelist;3.2;"Numeric, LLC
3.2";Phila, PA;Chadds Ford, PA;1 to 50 employees;1988;Company - Private;Staffing & Outsourcing;Business Services;$5 to $10 million (USD);98;Numeric, LLC;PA;0;24;1;0;1;0;manager;0
Associate Environmental Scientist - Wildlife Biologist;4.7;"QK
4.7";Clovis, CA;Visalia, CA;51 to 200 employees;1972;Company - Private;Architectural & Engineering Services;Business Services;$10 to $25 million (USD);64;QK;CA;0;48;0;0;0;1;na;0
Sr Data Engineer (Sr BI Developer);3.4;"Tivity Health
3.4";Chandler, AZ;Franklin, TN;501 to 1000 employees;1981;Company - Public;Health Care Services & Hospitals;Health Care;Unknown / Non-Applicable;110;Tivity Health;AZ;0;39;0;0;0;0;data engineer;0
Senior Data Scientist – Visualization, Novartis AI Innovation Lab;3.8;"Novartis
3.8";Cambridge, MA;Basel, Switzerland;10000+ employees;1996;Company - Public;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$10+ billion (USD);150;Novartis;MA;0;24;0;0;0;0;data scientist;0
Senior Data Analyst/Scientist;4.5;"Demandbase
4.5";San Francisco, CA;San Francisco, CA;201 to 500 employees;2006;Company - Private;Computer Hardware & Software;Information Technology;$100 to $500 million (USD);153;Demandbase;CA;1;24;0;0;0;0;analyst;3
Associate, Data Science, Internal Audit;3.1;"Santander
3.1";Boston, MA;Madrid, Spain;10000+ employees;1856;Company - Private;Banks & Credit Unions;Finance;$10+ billion (USD);82;Santander;MA;0;24;1;0;0;1;na;0
Scientist – Cancer Discovery, Molecular Assay;3.7;Monte Rosa Therapeutics;Cambridge, MA;-1;-1;1988;-1;-1;-1;-1;135;Monte Rosa Therapeutics;MA;0;24;0;0;0;1;na;0
Senior LiDAR Data Scientist;3.9;"Luminar Technologies
3.9";Orlando, FL;Orlando, FL;201 to 500 employees;2012;Company - Private;Computer Hardware & Software;Information Technology;Unknown / Non-Applicable;151;Luminar Technologies;FL;1;24;1;0;1;0;data scientist;0
Data Engineer;4.4;"BRMi
4.4";Chantilly, VA;Washington, DC;51 to 200 employees;2004;Company - Private;IT Services;Information Technology;Unknown / Non-Applicable;109;BRMi;VA;0;24;1;1;1;0;data engineer;0
Data Engineer;3.4;"IntraEdge
3.4";Scottsdale, AZ;Chandler, AZ;501 to 1000 employees;2002;Company - Private;IT Services;Information Technology;$50 to $100 million (USD);79;IntraEdge;AZ;0;18;1;1;1;0;data engineer;0
Lead Data Scientist;3.9;"Zest AI
3.9";Burbank, CA;Burbank, CA;51 to 200 employees;2009;Company - Private;Financial Analytics & Research;Finance;$50 to $100 million (USD);221;Zest AI;CA;1;24;1;0;0;1;data scientist;0
Technology-Minded, Data Professional Opportunities;4.7;"Veterans United Home Loans
4.7";Columbia, MO;Columbia, MO;1001 to 5000 employees;2002;Company - Private;Lending;Finance;Unknown / Non-Applicable;101;Veterans United Home Loans;MO;1;18;0;1;0;1;na;0
Big Data Engineer;3.3;"Peraton
3.3";Chantilly, VA;Herndon, VA;1001 to 5000 employees;2017;Company - Private;Aerospace & Defense;Aerospace & Defense;$1 to $2 billion (USD);153;Peraton;VA;0;24;1;1;0;0;data engineer;0
Salesforce Analytics Consultant;3.9;"Emtec, Inc.
3.9";Chicago, IL;Jacksonville, FL;501 to 1000 employees;1995;Company - Private;Enterprise Software & Network Solutions;Information Technology;$100 to $500 million (USD);81;Emtec, Inc.;IL;0;25;1;0;0;0;na;0
Managing Data Scientist/ML Engineer;3.4;"PA Consulting
3.4";Boston, MA;London, United Kingdom;1001 to 5000 employees;1943;Company - Private;Consulting;Business Services;$100 to $500 million (USD);134;PA Consulting;MA;0;24;0;1;0;1;data scientist;3
Senior Data Engineer;4.7;"Praetorian
4.7";Austin, TX;Austin, TX;51 to 200 employees;2010;Company - Private;Security Services;Business Services;$10 to $25 million (USD);180;Praetorian;TX;1;24;1;1;0;0;data engineer;0
Staff Scientist- Upstream PD;2.7;"Advanced BioScience Laboratories
2.7";Rockville, MD;Rockville, MD;201 to 500 employees;1961;Company - Private;Biotech & Pharmaceuticals;Biotech & Pharmaceuticals;$25 to $50 million (USD);113;Advanced BioScience Laboratories;MD;1;59;0;0;0;0;na;0
Data Engineering Analyst;3.8;"COUNTRY Financial
3.8";Bloomington, IL;Bloomington, IL;1001 to 5000 employees;1925;Company - Private;Insurance Carriers;Insurance;$2 to $5 billion (USD);73;COUNTRY Financial;IL;1;24;1;1;0;1;data engineer;3
Sr. Data Engineer;3.4;"Echo Global Logistics
3.4";Chicago, IL;Chicago, IL;1001 to 5000 employees;2005;Company - Public;Transportation Management;Transportation & Logistics;$2 to $5 billion (USD);140;Echo Global Logistics;IL;1;24;0;0;0;0;data engineer;3
